E_type,Voltage (V),Specific surface area (m2/g),IDIG_ratio,N-doped (at%),O-doped (at%),Current density (A/g),Capacitance (F/g)
3,1,53,0.979,5.84,7.09,0.5,268
3,1,53,0.979,5.84,7.09,1,238
3,1,53,0.979,5.84,7.09,2,207
3,1,53,0.979,5.84,7.09,5,180
3,1,53,0.979,5.84,7.09,10,168
3,1,53,0.979,5.84,7.09,20,159
3,1,3282,1.009,1.76,6.34,0.5,319
3,1,3282,1.009,1.76,6.34,1,300
3,1,3282,1.009,1.76,6.34,2,284
3,1,3282,1.009,1.76,6.34,5,257
3,1,3282,1.009,1.76,6.34,10,234
3,1,3282,1.009,1.76,6.34,20,224
2,3.2,2266.433,1.173,0,3.78,0.5,39.17
2,3.2,2266.433,1.173,0,3.78,10,34.4
2,3.2,2266.433,1.173,0,3.78,1,38.05
2,3.2,2266.433,1.173,0,3.78,2,37.3
2,3.2,2266.433,1.173,0,3.78,6,35.7
2,3.2,2266.433,1.173,0,3.78,4,36.6
2,3.2,2266.433,1.173,0,3.78,8,34.6
3,1,732,0.98,2.1,5.2,1,442
2,1,732,0.98,2.1,5.2,1,102
2,1,732,0.98,2.1,5.2,20,80.07
3,1,732,0.98,2.1,5.2,25,333.71
3,1,732,0.98,2.1,5.2,30,320
3,1,430,0.93,2.2,4.1,0.5,160
3,1,457,0.97,3.1,6.2,0.5,254
3,1,450,0.992,3.4,7.2,0.5,285
3,1,493,1.006,3.2,7.6,0.5,131
3,1,430,0.93,2.2,4.1,1,155
3,1,457,0.97,3.1,6.2,1,244
3,1,450,0.992,3.4,7.2,1,274
3,1,493,1.006,3.2,7.6,1,119
3,1,430,0.93,2.2,4.1,2,140
3,1,457,0.97,3.1,6.2,2,233
3,1,450,0.992,3.4,7.2,2,268
3,1,493,1.006,3.2,7.6,2,114
3,1,430,0.93,2.2,4.1,3,132
3,1,457,0.97,3.1,6.2,3,229
3,1,450,0.992,3.4,7.2,3,257.5
3,1,493,1.006,3.2,7.6,3,111
3,1,430,0.93,2.2,4.1,4,129
3,1,457,0.97,3.1,6.2,4,224
3,1,450,0.992,3.4,7.2,4,249
3,1,493,1.006,3.2,7.6,4,105
3,1,430,0.93,2.2,4.1,5,125
3,1,457,0.97,3.1,6.2,5,221
3,1,450,0.992,3.4,7.2,5,241
3,1,493,1.006,3.2,7.6,5,99.7
3,1,430,0.93,2.2,4.1,10,120
3,1,457,0.97,3.1,6.2,10,215
3,1,450,0.992,3.4,7.2,10,224
3,1,493,1.006,3.2,7.6,10,97
2,1.4,450,0.992,3.4,7.2,1,99
2,1.4,450,0.992,3.4,7.2,2,91
2,1.4,450,0.992,3.4,7.2,5,78
2,1.4,450,0.992,3.4,7.2,10,71.3
3,0.5,2111,1,0,9,10,254
3,0.9,33,1.01,7.39,3.37,1,133
3,0.9,1283,1.15,9.71,4.06,1,433
3,0.9,802,1.07,10.09,6.38,1,400
3,0.9,795,1.06,9.06,5.91,1,418
3,0.9,33,1.01,7.39,3.37,2,110.6
3,0.9,1283,1.15,9.71,4.06,2,351
3,0.9,802,1.07,10.09,6.38,2,358
3,0.9,795,1.06,9.06,5.91,2,370
3,0.9,33,1.01,7.39,3.37,5,89
3,0.9,1283,1.15,9.71,4.06,5,299
3,0.9,802,1.07,10.09,6.38,5,313
3,0.9,795,1.06,9.06,5.91,5,313
3,0.9,33,1.01,7.39,3.37,10,70
3,0.9,1283,1.15,9.71,4.06,10,291
3,0.9,802,1.07,10.09,6.38,10,244
3,0.9,795,1.06,9.06,5.91,10,253
3,0.9,33,1.01,7.39,3.37,20,50
3,0.9,1283,1.15,9.71,4.06,20,266
3,0.9,802,1.07,10.09,6.38,20,168
3,0.9,795,1.06,9.06,5.91,20,160
3,0.9,33,1.01,7.39,3.37,50,34.5
3,0.9,1283,1.15,9.71,4.06,50,248
3,0.9,802,1.07,10.09,6.38,50,102
3,0.9,795,1.06,9.06,5.91,50,90
2,1,1283,1.15,9.71,4.06,0.5,210
2,1,1283,1.15,9.71,4.06,1,200
2,1,1283,1.15,9.71,4.06,2,186
2,1,1283,1.15,9.71,4.06,5,166
2,1,1283,1.15,9.71,4.06,10,140
2,1,1283,1.15,9.71,4.06,15,114
2,1,1283,1.15,9.71,4.06,20,96
3,1,1243.5,1.04,1.62,13.07,0.5,180
3,1,2988.9,0.98,1.32,10.83,0.5,317.3
3,1,3291.5,0.93,1.19,8.12,0.5,203
3,1,1243.5,1.04,1.62,13.07,1,170
3,1,2988.9,0.98,1.32,10.83,1,249.6
3,1,3291.5,0.93,1.19,8.12,1,183
3,1,1243.5,1.04,1.62,13.07,2,158
3,1,2988.9,0.98,1.32,10.83,2,233.5
3,1,3291.5,0.93,1.19,8.12,2,172
3,1,1243.5,1.04,1.62,13.07,4,142
3,1,2988.9,0.98,1.32,10.83,4,210.72
3,1,3291.5,0.93,1.19,8.12,4,155
3,1,1243.5,1.04,1.62,13.07,6,130
3,1,2988.9,0.98,1.32,10.83,6,196.6
3,1,3291.5,0.93,1.19,8.12,6,145
3,1,1243.5,1.04,1.62,13.07,8,117
3,1,2988.9,0.98,1.32,10.83,8,186
3,1,3291.5,0.93,1.19,8.12,8,133
3,1,1243.5,1.04,1.62,13.07,10,105
3,1,2988.9,0.98,1.32,10.83,10,177.6
3,1,3291.5,0.93,1.19,8.12,10,126
3,1,1243.5,1.04,1.62,13.07,15,82
3,1,2988.9,0.98,1.32,10.83,15,155.9
3,1,3291.5,0.93,1.19,8.12,15,110
3,1,952.2,0.93,0,3.17,0.2,192
3,1,431.1,1.16,14.09,6.67,0.2,354
3,1,547.2,1.08,7.86,8.39,0.2,320
3,1,664.6,1.06,5.28,9.2,0.2,257
3,1,952.2,0.93,0,3.17,0.5,152
3,1,431.1,1.16,14.09,6.67,0.5,303
3,1,547.2,1.08,7.86,8.39,0.5,294
3,1,664.6,1.06,5.28,9.2,0.5,238
3,1,952.2,0.93,0,3.17,1,146
3,1,431.1,1.16,14.09,6.67,1,272
3,1,547.2,1.08,7.86,8.39,1,239
3,1,664.6,1.06,5.28,9.2,1,209
3,1,952.2,0.93,0,3.17,2,136
3,1,431.1,1.16,14.09,6.67,2,260
3,1,547.2,1.08,7.86,8.39,2,209
3,1,664.6,1.06,5.28,9.2,2,168
3,1,952.2,0.93,0,3.17,5,124
3,1,431.1,1.16,14.09,6.67,5,242
3,1,547.2,1.08,7.86,8.39,5,189
3,1,664.6,1.06,5.28,9.2,5,152
3,1,952.2,0.93,0,3.17,10,119
3,1,431.1,1.16,14.09,6.67,10,236
3,1,547.2,1.08,7.86,8.39,10,184
3,1,664.6,1.06,5.28,9.2,10,140
3,1,952.2,0.93,0,3.17,20,107
3,1,431.1,1.16,14.09,6.67,20,225
3,1,547.2,1.08,7.86,8.39,20,181
3,1,664.6,1.06,5.28,9.2,20,138
3,1.2,1633,1.04,1.4,22.2,0.2,237
3,1.2,1633,1.04,1.4,22.2,0.5,191
3,1.2,1633,1.04,1.4,22.2,1,165
3,1.2,1633,1.04,1.4,22.2,2,163
3,1.2,1633,1.04,1.4,22.2,5,163
3,1.3,236.42,0.97,3.73,18.43,0.5,125
3,1.3,624.31,1.01,5.42,25.71,0.5,172
3,1.3,950.31,1,4.64,27.66,0.5,263
3,1.3,236.42,0.97,3.73,18.43,1,116
3,1.3,624.31,1.01,5.42,25.71,1,164
3,1.3,950.31,1,4.64,27.66,1,245
3,1.3,236.42,0.97,3.73,18.43,2,112
3,1.3,624.31,1.01,5.42,25.71,2,167
3,1.3,950.31,1,4.64,27.66,2,228
3,1.3,236.42,0.97,3.73,18.43,5,97
3,1.3,624.31,1.01,5.42,25.71,5,137
3,1.3,950.31,1,4.64,27.66,5,215
3,1.3,236.42,0.97,3.73,18.43,8,78
3,1.3,624.31,1.01,5.42,25.71,8,126
3,1.3,950.31,1,4.64,27.66,8,178
3,1.3,236.42,0.97,3.73,18.43,10,76
3,1.3,624.31,1.01,5.42,25.71,10,119
3,1.3,950.31,1,4.64,27.66,10,140
2,1.5,950.31,1,4.64,27.66,0.5,52.1
2,2.3,950.31,1,4.64,27.66,0.5,38.5
2,1.5,950.31,1,4.64,27.66,1,49.5
2,2.3,950.31,1,4.64,27.66,1,38.4
2,1.5,950.31,1,4.64,27.66,5,46.2
2,2.3,950.31,1,4.64,27.66,5,34.7
3,1.2,1047,0.96,4.78,17.72,1,324
3,1.2,1047,0.96,4.78,17.72,2,295
3,1.2,1047,0.96,4.78,17.72,3,268
3,1.2,1047,0.96,4.78,17.72,4,253
3,1.2,1047,0.96,4.78,17.72,5,238
3,1.2,1047,0.96,4.78,17.72,6,220
3,1.2,1047,0.96,4.78,17.72,7,204
3,1.2,1047,0.96,4.78,17.72,8,200
3,1.2,1047,0.96,4.78,17.72,9,188
3,1.2,1047,0.96,4.78,17.72,10,175
3,2,1047,0.96,4.78,17.72,1,288
3,2,1047,0.96,4.78,17.72,2,216
3,2,1047,0.96,4.78,17.72,3,185
3,2,1047,0.96,4.78,17.72,4,164
3,2,1047,0.96,4.78,17.72,5,150
3,2,1047,0.96,4.78,17.72,6,141
3,2,1047,0.96,4.78,17.72,7,137
3,2,1047,0.96,4.78,17.72,8,128
3,2,1047,0.96,4.78,17.72,9,126
3,2,1047,0.96,4.78,17.72,10,120
3,1,335.9,1.03,3.1,11.6,0.2,134.9
3,1,548.8,1.029,2.7,11.4,0.2,150.4
3,1,1053.8,1.055,2.2,11.8,0.2,126.3
3,1,1464,1.139,1.8,10.5,0.2,153.6
3,1,335.9,1.03,3.1,11.6,0.5,126.6
3,1,548.8,1.029,2.7,11.4,0.5,151
3,1,1053.8,1.055,2.2,11.8,0.5,125
3,1,1464,1.139,1.8,10.5,0.5,151.6
3,1,335.9,1.03,3.1,11.6,1,117
3,1,548.8,1.029,2.7,11.4,1,150
3,1,1053.8,1.055,2.2,11.8,1,124
3,1,1464,1.139,1.8,10.5,1,148
3,1,335.9,1.03,3.1,11.6,2,106
3,1,548.8,1.029,2.7,11.4,2,149
3,1,1053.8,1.055,2.2,11.8,2,121.6
3,1,1464,1.139,1.8,10.5,2,143
3,1,335.9,1.03,3.1,11.6,5,99.2
3,1,548.8,1.029,2.7,11.4,5,142
3,1,1053.8,1.055,2.2,11.8,5,117
3,1,1464,1.139,1.8,10.5,5,135
3,1,335.9,1.03,3.1,11.6,10,87.7
3,1,548.8,1.029,2.7,11.4,10,134
3,1,1053.8,1.055,2.2,11.8,10,112
3,1,1464,1.139,1.8,10.5,10,126
2,1,335.9,1.03,3.1,11.6,0.2,107
2,1,548.8,1.029,2.7,11.4,0.2,152
2,1,1053.8,1.055,2.2,11.8,0.2,116
2,1,1464,1.139,1.8,10.5,0.2,139
2,1,335.9,1.03,3.1,11.6,0.5,86
2,1,548.8,1.029,2.7,11.4,0.5,141
2,1,1053.8,1.055,2.2,11.8,0.5,108
2,1,1464,1.139,1.8,10.5,0.5,134
2,1,335.9,1.03,3.1,11.6,1,73
2,1,548.8,1.029,2.7,11.4,1,127
2,1,1053.8,1.055,2.2,11.8,1,103
2,1,1464,1.139,1.8,10.5,1,122
2,1,335.9,1.03,3.1,11.6,2,60
2,1,548.8,1.029,2.7,11.4,2,120
2,1,1053.8,1.055,2.2,11.8,2,97
2,1,1464,1.139,1.8,10.5,2,117
2,1,335.9,1.03,3.1,11.6,5,42
2,1,548.8,1.029,2.7,11.4,5,105
2,1,1053.8,1.055,2.2,11.8,5,85
2,1,1464,1.139,1.8,10.5,5,110
2,1,335.9,1.03,3.1,11.6,10,28
2,1,548.8,1.029,2.7,11.4,10,89
2,1,1053.8,1.055,2.2,11.8,10,73.4
2,1,1464,1.139,1.8,10.5,10,106
2,1.6,548.8,1.029,2.7,11.4,0.2,69
2,1.6,1053.8,1.055,2.2,11.8,0.2,127
2,1.6,1464,1.139,1.8,10.5,0.2,124
2,1.6,548.8,1.029,2.7,11.4,0.5,59.6
2,1.6,1053.8,1.055,2.2,11.8,0.5,115.6
2,1.6,1464,1.139,1.8,10.5,0.5,110.4
2,1.6,548.8,1.029,2.7,11.4,1,50.7
2,1.6,1053.8,1.055,2.2,11.8,1,109.5
2,1.6,1464,1.139,1.8,10.5,1,102.6
2,1.6,548.8,1.029,2.7,11.4,2,40
2,1.6,1053.8,1.055,2.2,11.8,2,100
2,1.6,1464,1.139,1.8,10.5,2,95
2,1.6,548.8,1.029,2.7,11.4,5,29.6
2,1.6,1053.8,1.055,2.2,11.8,5,75.5
2,1.6,1464,1.139,1.8,10.5,5,82.6
2,1.6,548.8,1.029,2.7,11.4,10,17
2,1.6,1053.8,1.055,2.2,11.8,10,48.5
2,1.6,1464,1.139,1.8,10.5,10,63.7
3,1,19.72,1.067,18.7,3.57,1,117.7
3,1,251.3,1.024,9.48,15.05,1,147.7
3,1,283.83,1.083,7.19,22.54,1,190.2
3,1,441.83,1.098,6.8,25.79,1,234.1
3,1,19.72,1.067,18.7,3.57,70,39.2
3,1,251.3,1.024,9.48,15.05,70,92.6
3,1,283.83,1.083,7.19,22.54,70,121.7
3,1,441.83,1.098,6.8,25.79,70,149.1
3,1,19.72,1.067,18.7,3.57,2,102
3,1,251.3,1.024,9.48,15.05,2,129.6
3,1,283.83,1.083,7.19,22.54,2,173
3,1,441.83,1.098,6.8,25.79,2,211.1
3,1,19.72,1.067,18.7,3.57,5,74.6
3,1,251.3,1.024,9.48,15.05,5,120.1
3,1,283.83,1.083,7.19,22.54,5,154.5
3,1,441.83,1.098,6.8,25.79,5,195.8
3,1,19.72,1.067,18.7,3.57,10,59.8
3,1,251.3,1.024,9.48,15.05,10,108.5
3,1,283.83,1.083,7.19,22.54,10,146
3,1,441.83,1.098,6.8,25.79,10,175.7
3,1,19.72,1.067,18.7,3.57,20,54.5
3,1,251.3,1.024,9.48,15.05,20,100.5
3,1,283.83,1.083,7.19,22.54,20,139.2
3,1,441.83,1.098,6.8,25.79,20,166
3,1,19.72,1.067,18.7,3.57,30,51.3
3,1,251.3,1.024,9.48,15.05,30,96.3
3,1,283.83,1.083,7.19,22.54,30,133.3
3,1,441.83,1.098,6.8,25.79,30,162.4
3,1,19.72,1.067,18.7,3.57,50,46
3,1,251.3,1.024,9.48,15.05,50,95.2
3,1,283.83,1.083,7.19,22.54,50,127
3,1,441.83,1.098,6.8,25.79,50,153
2,1,441.83,1.098,6.8,25.79,50,151.6
2,1,441.83,1.098,6.8,25.79,30,164.8
2,1,441.83,1.098,6.8,25.79,20,173.6
2,1,441.83,1.098,6.8,25.79,10,187.6
2,1,441.83,1.098,6.8,25.79,5,199.2
2,1,441.83,1.098,6.8,25.79,2,212
2,1,441.83,1.098,6.8,25.79,1,224
3,1,15.13,1.286,3.55,14.69,1,65.2
3,1,14.38,1.32,3.63,14.18,1,82.8
3,1,16.53,1.279,3.78,14.16,1,63.2
3,1,1175.46,1.472,2.93,5.39,1,210.5
3,1,1175.46,1.472,2.93,5.39,10,151
3,1,1386,1.07,0,8.4,1,181
3,1,568,1.04,0,9.3,1,244
3,1,713,1.02,0,11.2,1,329
3,1,930,0.93,0,11.4,1,375
3,1,865,0.87,0,9.2,1,310
3,1,1386,1.07,0,8.4,20,137.9
3,1,568,1.04,0,9.3,20,185.9
3,1,713,1.02,0,11.2,20,256
3,1,930,0.93,0,11.4,20,304
3,1,865,0.87,0,9.2,20,255.8
3,1,1386,1.07,0,8.4,2,166
3,1,568,1.04,0,9.3,2,222
3,1,713,1.02,0,11.2,2,302
3,1,930,0.93,0,11.4,2,346
3,1,865,0.87,0,9.2,2,292
3,1,1386,1.07,0,8.4,5,153.6
3,1,568,1.04,0,9.3,5,208
3,1,713,1.02,0,11.2,5,282
3,1,930,0.93,0,11.4,5,328
3,1,865,0.87,0,9.2,5,274.5
3,1,1386,1.07,0,8.4,7,149
3,1,568,1.04,0,9.3,7,202
3,1,713,1.02,0,11.2,7,274.5
3,1,930,0.93,0,11.4,7,320
3,1,865,0.87,0,9.2,7,269
3,1,1386,1.07,0,8.4,10,146
3,1,568,1.04,0,9.3,10,196
3,1,713,1.02,0,11.2,10,269
3,1,930,0.93,0,11.4,10,315
3,1,865,0.87,0,9.2,10,264
3,1,6.8,1.027,8.01,0,0.5,96.85
3,1,158.1,0.714,6.91,0,0.5,167.55
3,1,636.1,1.102,9.83,0,0.5,253
3,1,6.8,1.027,8.01,0,1,79.6
3,1,158.1,0.714,6.91,0,1,150.8
3,1,636.1,1.102,9.83,0,1,222.5
3,1,6.8,1.027,8.01,0,2,64.6
3,1,158.1,0.714,6.91,0,2,134.5
3,1,636.1,1.102,9.83,0,2,182.4
3,1,6.8,1.027,8.01,0,5,37.3
3,1,158.1,0.714,6.91,0,5,84.5
3,1,636.1,1.102,9.83,0,5,99.6
3,1,6.8,1.027,8.01,0,10,18.4
3,1,158.1,0.714,6.91,0,10,47.4
3,1,636.1,1.102,9.83,0,10,66.2
3,1,160,2.23,8.6,3.4,1,128.5
3,1,192,1.96,4.8,12.6,1,191.2
3,1,160,2.23,8.6,3.4,5,91.1
3,1,34,2.18,8.6,4.8,5,150
3,1,218,1.98,10.7,5.5,5,163.5
3,1,192,1.96,4.8,12.6,5,169.8
3,1,70,1.92,7.2,19.3,5,158
3,1,160,2.23,8.6,3.4,10,70.4
3,1,34,2.18,8.6,4.8,10,137
3,1,218,1.98,10.7,5.5,10,149
3,1,192,1.96,4.8,12.6,10,159
3,1,70,1.92,7.2,19.3,10,145
3,1,160,2.23,8.6,3.4,20,51.4
3,1,34,2.18,8.6,4.8,20,122
3,1,218,1.98,10.7,5.5,20,136
3,1,192,1.96,4.8,12.6,20,147.1
3,1,70,1.92,7.2,19.3,20,129
3,1,160,2.23,8.6,3.4,50,24.3
3,1,34,2.18,8.6,4.8,50,90
3,1,218,1.98,10.7,5.5,50,100
3,1,192,1.96,4.8,12.6,50,114
3,1,70,1.92,7.2,19.3,50,90
3,1,34,2.18,8.6,4.8,100,57
3,1,218,1.98,10.7,5.5,100,61
3,1,192,1.96,4.8,12.6,100,70
3,1,70,1.92,7.2,19.3,100,53
2,2.4,3526,0.94,0,7.3,0.1,51.3
2,2.4,4100.9,0.94,0,5.4,0.1,34.9
2,2.7,3526,0.94,0,7.3,0.1,41.3
2,2.7,4100.9,0.94,0,5.4,0.1,29.5
2,2.4,3526,0.94,0,7.3,1,45.6
2,2.4,4100.9,0.94,0,5.4,0.9,33.9
2,2.7,3526,0.94,0,7.3,1,32.4
2,2.7,4100.9,0.94,0,5.4,2.7,25.8
2,2.4,3526,0.94,0,7.3,2,41.4
2,2.4,4100.9,0.94,0,5.4,2.5,32.4
2,2.7,3526,0.94,0,7.3,2.4,20.3
2,2.7,4100.9,0.94,0,5.4,4.7,23.7
2,2.4,3526,0.94,0,7.3,4.5,34.1
2,2.4,4100.9,0.94,0,5.4,3.4,31.8
2,2.7,3526,0.94,0,7.3,4.8,8.9
2,2.7,4100.9,0.94,0,5.4,6.7,22.6
2,2.4,3526,0.94,0,7.3,6,30.3
2,2.4,4100.9,0.94,0,5.4,6,30.8
2,2.7,3526,0.94,0,7.3,7.2,4.7
2,2.7,4100.9,0.94,0,5.4,10,18.1
2,2.4,3526,0.94,0,7.3,9,22.1
2,2.4,4100.9,0.94,0,5.4,12.5,29.1
2,2.7,3526,0.94,0,7.3,9.6,2.7
2,2.7,4100.9,0.94,0,5.4,13.6,16.7
3,1,1664.19,0.92,1.08,11.24,1,442
3,1,1853.53,0.89,0.28,14,1,396
3,1,1664.19,0.92,1.08,11.24,20,339.2
3,1,1853.53,0.89,0.28,14,20,276.4
3,1,1664.19,0.92,1.08,11.24,2,409
3,1,1853.53,0.89,0.28,14,2,341
3,1,1664.19,0.92,1.08,11.24,5,369
3,1,1853.53,0.89,0.28,14,5,300
3,1,1664.19,0.92,1.08,11.24,10,346
3,1,1853.53,0.89,0.28,14,10,282
3,1,3586,0.94,2.81,13.07,0.5,373
3,1,3586,0.94,2.81,13.07,20,300
3,1,3586,0.94,2.81,13.07,1,354
3,1,3586,0.94,2.81,13.07,2,339
3,1,3586,0.94,2.81,13.07,5,325
3,1,3586,0.94,2.81,13.07,10,311
3,1,1056,1.12,7.7,9.8,0.5,261
3,1,1838,1.13,4.2,10.5,0.5,319
3,1,3120,1.14,1.5,13.6,0.5,402
3,1,1941,1.18,1.3,14.1,0.5,340
3,1,1056,1.12,7.7,9.8,1,248
3,1,1838,1.13,4.2,10.5,1,309
3,1,3120,1.14,1.5,13.6,1,389
3,1,1941,1.18,1.3,14.1,1,322
3,1,1056,1.12,7.7,9.8,2,238
3,1,1838,1.13,4.2,10.5,2,295
3,1,3120,1.14,1.5,13.6,2,330
3,1,1941,1.18,1.3,14.1,2,282
3,1,1056,1.12,7.7,9.8,5,230
3,1,1838,1.13,4.2,10.5,5,279
3,1,3120,1.14,1.5,13.6,5,286
3,1,1941,1.18,1.3,14.1,5,241
3,1,1056,1.12,7.7,9.8,10,212
3,1,1838,1.13,4.2,10.5,10,260
3,1,3120,1.14,1.5,13.6,10,260
3,1,1941,1.18,1.3,14.1,10,181
3,1,1056,1.12,7.7,9.8,20,201
3,1,1838,1.13,4.2,10.5,20,242
3,1,3120,1.14,1.5,13.6,20,220
3,1,1941,1.18,1.3,14.1,20,130
2,1,3120,1.14,1.5,13.6,1,320
2,1,3120,1.14,1.5,13.6,2,227
2,1,3120,1.14,1.5,13.6,5,240
2,1,3120,1.14,1.5,13.6,10,235
2,1,3120,1.14,1.5,13.6,20,220
2,1.6,3120,1.14,1.5,13.6,0.5,225
2,1.6,3120,1.14,1.5,13.6,1,198
2,1.6,3120,1.14,1.5,13.6,2,179
2,1.6,3120,1.14,1.5,13.6,5,154
2,1.6,3120,1.14,1.5,13.6,10,129
2,2,478,0.046,0,13.69,0.5,55
2,1.5,478,0.046,0,13.69,0.5,40
2,1,478,0.046,0,13.69,0.5,27
2,2,478,0.046,0,13.69,0.5,122
2,2,478,0.046,0,13.69,1,54
2,1.5,478,0.046,0,13.69,1,40
2,1,478,0.046,0,13.69,1,26
2,2,478,0.046,0,13.69,1,118
2,2,478,0.046,0,13.69,1.5,53
2,1.5,478,0.046,0,13.69,1.5,38
2,1,478,0.046,0,13.69,1.5,26
2,2,478,0.046,0,13.69,1.5,116
2,2,478,0.046,0,13.69,2.5,50
2,1.5,478,0.046,0,13.69,2.5,36
2,1,478,0.046,0,13.69,2.5,25
2,2,478,0.046,0,13.69,2.5,108
3,1,15.13,1.286,3.55,14.69,1,65.2
3,1,14.38,1.32,3.63,14.18,1,82.8
3,1,16.53,1.279,3.78,14.16,1,63.2
3,1,1175.46,1.472,2.93,5.39,1,210.5
3,1,1175.46,1.472,2.93,5.39,10,151
3,1,988,0.98,0,4.61,0.5,201
3,1,1210,1,0,4.38,0.5,247
3,1,988,0.98,0,4.61,0.5,239
3,1,1210,1,0,4.38,0.5,294
3,1,988,0.98,0,4.61,1,183
3,1,1210,1,0,4.38,1,221
3,1,988,0.98,0,4.61,1,188
3,1,1210,1,0,4.38,1,239
3,1,988,0.98,0,4.61,2,170
3,1,1210,1,0,4.38,2,204
3,1,988,0.98,0,4.61,2,170
3,1,1210,1,0,4.38,2,219
3,1,988,0.98,0,4.61,5,153
3,1,1210,1,0,4.38,5,184
3,1,988,0.98,0,4.61,5,154
3,1,1210,1,0,4.38,5,199
3,1,988,0.98,0,4.61,10,140
3,1,1210,1,0,4.38,10,109
3,1,988,0.98,0,4.61,10,142
3,1,1210,1,0,4.38,10,183
3,1,988,0.98,0,4.61,15,131
3,1,1210,1,0,4.38,15,101
3,1,988,0.98,0,4.61,15,134
3,1,1210,1,0,4.38,15,176
3,1,988,0.98,0,4.61,20,124
3,1,1210,1,0,4.38,20,95
3,1,988,0.98,0,4.61,20,130
3,1,1210,1,0,4.38,20,169
2,1.2,1210,1,0,4.38,1,50
2,1.2,1210,1,0,4.38,1,47
